Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
745000	5.0315767	3.2226908	2.5133523	1.4047403	0.9839725	0.6684665	0.4845945	0.0050548	0.0041931	0.0187384	0.0568518	0.0613190	0.0515725	-21.081
750000	5.0465098	3.1727248	2.5388801	1.5040107	1.0652726	0.6573145	0.4738310	0.0054568	0.0036132	0.0184386	0.0625562	0.0749307	0.0642348	-19.712
755000	5.0182000	3.2303578	2.6837935	1.4982025	0.9553469	0.6490694	0.5087709	0.0053133	0.0033827	0.0200703	0.0549598	0.0853618	0.0866431	-19.586
760000	5.1991799	3.2014322	2.5821191	1.6658895	1.0725450	0.7555156	0.5585667	0.0037049	0.0031038	0.0190329	0.1349911	0.0428304	0.1286678	-20.339
765000	5.2595106	3.2517098	2.6058981	1.3960097	1.0372368	0.7580858	0.5007820	0.0053279	0.0033889	0.0192842	0.1149565	0.0704974	0.0819674	-26.385
770000	5.0510233	3.2533311	2.5943609	1.4023994	1.1809496	0.7540881	0.5252298	0.0058816	0.0027086	0.0178805	0.1300315	0.0770077	0.0370428	-21.392
775000	5.0090398	3.2309985	2.4981779	1.5093220	1.1237654	0.7102286	0.5365993	0.0051557	0.0033410	0.0190869	0.0602210	0.0366259	0.0766132	-12.791
780000	5.2120011	3.2845482	2.5364136	1.6120986	1.0711748	0.6583383	0.4935214	0.0053166	0.0036217	0.0168599	0.0571874	0.0958930	0.0931784	-18.570
785000	5.1023883	3.2771182	2.5634801	1.4527235	1.0821894	0.6791181	0.5503615	0.0051365	0.0031015	0.0180354	0.0401437	0.0581146	0.0975480	-19.007
790000	5.0423075	3.1595009	2.5622853	1.5441591	1.0589054	0.6992389	0.5338169	0.0055591	0.0031482	0.0213770	0.1192448	0.0353171	0.1056706	-20.684
795000	5.1937695	3.2272115	2.4489225	1.4123982	1.2283292	0.7268748	0.5507448	0.0047695	0.0035387	0.0164927	0.0722144	0.1269695	0.0513897	-22.463
800000	5.0336842	3.2649247	2.5455572	1.4088340	1.1791911	0.7026444	0.5468289	0.0047397	0.0044213	0.0193316	0.0483011	0.1596655	0.1716152	-19.531
805000	5.1289744	3.2555306	2.5616648	1.4120427	1.2422015	0.7700214	0.5912540	0.0047653	0.0036393	0.0187247	0.0470746	0.0573964	0.0823118	-25.411
810000	5.0118129	3.2558881	2.5641399	1.4383144	1.2085376	0.7765274	0.6016976	0.0047812	0.0035781	0.0167280	0.0397793	0.1545766	0.1273863	-23.895
815000	5.0148965	3.1797758	2.5796340	1.4518198	1.0941278	0.7880969	0.6167933	0.0046342	0.0035858	0.0182709	0.0567466	0.0314796	0.1535540	-20.388
820000	5.2137860	3.1952265	2.5064758	1.3929711	1.1074224	0.7690819	0.5673801	0.0051373	0.0036388	0.0204583	0.1145665	0.0374419	0.1048247	-19.177
825000	5.0968646	3.0825859	2.3743462	1.4907244	1.0253589	0.6677824	0.5053506	0.0056947	0.0035730	0.0199043	0.0760171	0.0758113	0.1337014	-18.874
830000	5.1069230	3.2548567	2.3876463	1.4476855	0.9250337	0.6277432	0.4392506	0.0078141	0.0038046	0.0205069	0.3191912	0.0975905	0.1305281	-17.779
835000	5.1379661	3.2331676	2.5801484	1.4890603	1.2107283	0.7501845	0.6166913	0.0046287	0.0034965	0.0186096	0.0305695	0.2081793	0.0610318	-25.727
840000	5.1022960	3.2792685	2.6168855	1.5906804	1.1352334	0.7846745	0.5775145	0.0051396	0.0035311	0.0203948	0.0750585	0.0858490	0.2784956	-17.300
845000	5.0422178	3.2292287	2.6227393	1.5090823	1.0597141	0.7137660	0.5365135	0.0053138	0.0037552	0.0189415	0.1333143	0.0707801	0.0978919	-18.849
850000	5.0027036	3.2665077	2.5080971	1.4507391	1.1002141	0.6894590	0.4884534	0.0053004	0.0033313	0.0177893	0.0464819	0.0958383	0.0504985	-11.724
855000	5.0234088	3.2640774	2.6161913	1.4040499	1.2604700	0.8011607	0.5850345	0.0048615	0.0035401	0.0166152	0.0884363	0.0523417	0.1365501	-24.425
860000	5.0691559	3.2325232	2.5739728	1.4006389	0.9890417	0.5999233	0.4565177	0.0051812	0.0036746	0.0232792	0.0620463	0.0813981	0.1053126	-21.294
865000	5.0263242	3.2270926	2.5712428	1.4161158	1.0716938	0.6795622	0.5416937	0.0053209	0.0034762	0.0188682	0.0775326	0.1154971	0.0810836	-16.846
870000	5.0563552	3.2671703	2.5659729	1.3867580	1.0590379	0.7007242	0.5240977	0.0051279	0.0033668	0.0171479	0.0391217	0.0513745	0.0474431	-18.425
875000	5.0535650	3.2578543	2.6357166	1.4738248	1.0280710	0.7177211	0.5741189	0.0049039	0.0036587	0.0189268	0.0590520	0.0368175	0.0478784	-20.592
880000	5.2657847	3.1284728	2.4587722	1.4988291	0.9593801	0.6254770	0.4578972	0.0049133	0.0039728	0.0195633	0.0899652	0.1264582	0.1009580	-16.831
885000	5.4924613	3.2121534	2.6689864	1.4356625	1.0412654	0.7329688	0.5494479	0.0047721	0.0032851	0.0178152	0.0992021	0.0810113	0.1164999	-21.604
890000	5.1201127	3.2765889	2.3729251	1.4401615	0.9601819	0.6135960	0.4301389	0.0058900	0.0037819	0.0193737	0.0945018	0.1080156	0.1622099	-19.780
895000	5.0637572	3.2508112	2.6363896	1.4299328	1.2426218	0.8387915	0.5945745	0.0044378	0.0033425	0.0183860	0.0827610	0.0571620	0.0858045	-28.738
900000	5.0689259	3.3158289	2.6641426	1.4274491	1.1037796	0.7132504	0.5579802	0.0051426	0.0030909	0.0197245	0.0533157	0.0487688	0.0641557	-23.483
905000	5.0262840	3.2368502	2.7417797	1.5675610	1.1056805	0.6930081	0.5665332	0.0049507	0.0032732	0.0217665	0.1812185	0.0656648	0.1375530	-24.243
910000	5.2407928	3.2412674	2.4570955	1.5284134	1.1287267	0.7437077	0.5652987	0.0048592	0.0034168	0.0198632	0.0603910	0.0433207	0.1359506	-21.828
915000	5.0910946	3.2417433	2.4156894	1.5566033	1.0216476	0.6289633	0.3937097	0.0057265	0.0034959	0.0202330	0.1138228	0.1074817	0.1019050	-23.238
920000	5.0036005	3.2779983	2.6610698	1.4718291	1.0116550	0.6418565	0.4913206	0.0048630	0.0034926	0.0165996	0.0459068	0.0564611	0.0674057	-18.895
925000	5.0648933	3.2167649	2.5245970	1.6239615	1.1627257	0.7227326	0.5422510	0.0060063	0.0033835	0.0160641	0.0941057	0.0462317	0.2630591	-15.174
930000	5.3721371	3.2793184	2.4411183	1.5370539	0.9830130	0.6672009	0.5510367	0.0048841	0.0033923	0.0208338	0.0483794	0.0932405	0.1923681	-20.893
935000	5.2980069	3.2828081	2.6752423	1.4057912	1.2379912	0.7545427	0.5441125	0.0056144	0.0032774	0.0181205	0.1310237	0.0587478	0.0544700	-17.343
940000	5.3474634	3.2115983	2.5875292	1.4806047	1.1495137	0.7615393	0.5224018	0.0045755	0.0032548	0.0182647	0.0901588	0.0612650	0.0578337	-20.892
945000	5.3858398	3.2774455	2.5823165	1.4994993	1.1210595	0.7213766	0.5153502	0.0051622	0.0036999	0.0187281	0.0711547	0.1263710	0.0657574	-16.722
950000	5.4723162	3.2581389	2.6227742	1.3894605	1.1368416	0.8586053	0.6549087	0.0046052	0.0036102	0.0189477	0.0595839	0.0691630	0.1403719	-29.758
955000	5.0274777	3.2432127	2.5102211	1.4450147	1.0779506	0.6947214	0.5365735	0.0050853	0.0039300	0.0193141	0.0654361	0.0536504	0.0766626	-19.375
960000	5.0192088	3.2806255	2.6348677	1.3837599	1.1217752	0.7836356	0.5615955	0.0053353	0.0028898	0.0186557	0.0702037	0.0588435	0.0714793	-20.960
965000	5.0424892	3.2750206	2.5630281	1.4728265	1.1623857	0.7679884	0.5895052	0.0045424	0.0032858	0.0179927	0.0326656	0.0604974	0.0995281	-15.301
970000	5.1236429	3.2466385	2.5906116	1.6257271	1.0729288	0.7583081	0.5817440	0.0050154	0.0036443	0.0188888	0.0720697	0.0754108	0.0806557	-14.393
975000	5.2429910	3.2660017	2.6141734	1.5317288	1.0929992	0.7582574	0.5710708	0.0051153	0.0032057	0.0215019	0.0541244	0.0845302	0.0862667	-18.075
980000	5.1766393	3.2727062	2.5601363	1.4840976	1.1652571	0.7523257	0.6038290	0.0050926	0.0035594	0.0183066	0.0645046	0.0867469	0.0943008	-15.591
985000	5.0840985	3.2820545	2.5757252	1.3993946	0.9829220	0.6479877	0.5150863	0.0053634	0.0043510	0.0175736	0.0495542	0.0864132	0.0678161	-23.007
990000	5.0267117	3.2744037	2.6678921	1.5845448	1.1511678	0.7992169	0.6340326	0.0052281	0.0032651	0.0202125	0.0318820	0.0775227	0.1463437	-14.583
995000	5.0322389	3.2366761	2.6134100	1.4356512	1.1145717	0.6691731	0.4871731	0.0044146	0.0035226	0.0177142	0.1408457	0.0835924	0.0695385	-14.792
1000000	5.1594914	3.2765930	2.5904523	1.5217162	1.1467609	0.7484106	0.5806607	0.0050863	0.0033205	0.0180418	0.0670164	0.1557865	0.1340133	-22.160
1005000	5.2430687	3.2105821	2.5971119	1.5096021	1.0740907	0.7200550	0.5826997	0.0046934	0.0034116	0.0203848	0.0635532	0.0895807	0.1349267	-15.135
1010000	5.0079335	3.3047036	2.6094147	1.4649547	1.0302340	0.6705233	0.5123843	0.0052099	0.0032543	0.0188649	0.0282459	0.0768723	0.1426343	-18.498
1015000	5.0915413	3.2340476	2.4230185	1.3824238	1.0066950	0.6834139	0.5026746	0.0049963	0.0038960	0.0248209	0.0445802	0.1141569	0.0952351	-21.978
1020000	5.1224070	3.2612083	2.5775999	1.5863226	1.1198551	0.7676671	0.5652903	0.0045238	0.0035702	0.0169562	0.1005578	0.0773314	0.0888355	-13.166
1025000	5.1380135	3.2760695	2.6521813	1.5269124	1.1888535	0.8295210	0.6689614	0.0048528	0.0031360	0.0190710	0.0550580	0.0489619	0.0632804	-17.427
1030000	5.0580412	3.1108791	2.5872066	1.6057254	0.9775394	0.6485196	0.5052090	0.0050363	0.0037768	0.0200741	0.0724128	0.1058442	0.1071998	-26.511
1035000	5.0234565	3.2601298	2.6352751	1.3820363	1.2812426	0.7562215	0.6104941	0.0046659	0.0030851	0.0193316	0.0867629	0.0385393	0.0932189	-18.997
1040000	5.1229801	3.2328522	2.5403468	1.4083601	1.0192158	0.6626004	0.4984330	0.0052288	0.0034391	0.0189827	0.0460829	0.0785452	0.1170818	-16.904
1045000	5.1471678	3.1889024	2.4116569	1.4458797	1.1649322	0.7839340	0.6092231	0.0058035	0.0035619	0.0209363	0.1095640	0.1031037	0.0645702	-20.260
1050000	5.3121409	3.1843137	2.6348236	1.4359203	1.1815231	0.7473738	0.5871252	0.0047533	0.0032508	0.0160188	0.0547643	0.0738929	0.1683764	-20.193
1055000	5.0488655	3.2550149	2.4722535	1.4676998	1.1671710	0.7191132	0.5225476	0.0049567	0.0032322	0.0182086	0.0590622	0.0678516	0.0845444	-16.130
1060000	5.0271400	3.0913090	2.3697329	1.5017188	1.0510627	0.6814477	0.5128635	0.0057366	0.0036296	0.0178446	0.1238216	0.0929945	0.0810727	-32.948
1065000	5.3291770	3.2672883	2.5076571	1.4228314	1.1087288	0.6353586	0.4866111	0.0055910	0.0035353	0.0159757	0.0553596	0.0616171	0.0891871	-16.216
1070000	5.2111128	3.1077202	2.4740946	1.3981930	0.9893725	0.5651051	0.4360391	0.0055794	0.0033387	0.0194051	0.0815065	0.0723922	0.0567780	-17.734
1075000	5.0016303	3.2620896	2.5850244	1.7163194	1.0820722	0.6381686	0.4944793	0.0051522	0.0031977	0.0182411	0.1081778	0.0975037	0.0835307	-14.882
1080000	5.1492910	3.2294186	2.6716676	1.4084640	0.9560161	0.7110025	0.5542566	0.0051102	0.0036302	0.0160627	0.1009918	0.0828723	0.0697043	-23.747
1085000	5.1436909	3.2612844	2.5957513	1.4861548	1.1755382	0.7110744	0.5332322	0.0045312	0.0031786	0.0196081	0.0424031	0.0699848	0.0860732	-23.051
1090000	5.0189887	3.2814041	2.6139649	1.4734342	1.0509890	0.6561091	0.4957289	0.0052667	0.0035490	0.0205701	0.0450290	0.0525867	0.1207202	-22.477
1095000	5.0571625	3.2817217	2.5489516	1.5476523	1.0673637	0.7128042	0.5491670	0.0055852	0.0031560	0.0225557	0.0582155	0.0665901	0.1196699	-19.343
1100000	5.0755725	3.2769935	2.5605166	1.4735805	1.1279285	0.7190211	0.5253880	0.0052202	0.0035653	0.0195450	0.0418742	0.0613875	0.0538080	-19.427
1105000	5.0391371	3.2020383	2.4215453	1.4781358	1.1378658	0.6560815	0.4876218	0.0048348	0.0031715	0.0194152	0.0719785	0.0719475	0.0571330	-27.905
1110000	5.3717858	3.2572368	2.6916914	1.4683199	1.4714542	0.9163136	0.6967724	0.0047023	0.0038474	0.0185166	0.0792177	0.1808190	0.2493126	-11.088
1115000	5.1636969	3.2505596	2.4275549	1.3907727	1.0941837	0.7230502	0.4889312	0.0051755	0.0031667	0.0183809	0.1005505	0.0314740	0.0719993	-17.910
1120000	5.0792842	3.2590624	2.6670214	1.4522048	0.9934108	0.6347702	0.4955565	0.0045220	0.0035839	0.0179834	0.0847778	0.0677728	0.1552537	-20.709
1125000	5.0087767	3.2719693	2.7459964	1.4866247	1.2685086	0.8320011	0.6219902	0.0045064	0.0031175	0.0171878	0.0692945	0.0431011	0.2116460	-12.861
1130000	5.2623966	3.2700178	2.4276700	1.5986989	1.1116060	0.7631256	0.5784423	0.0046347	0.0033739	0.0179474	0.0690966	0.0428908	0.1422411	-21.008
1135000	5.0591147	3.2536237	2.5318299	1.4187113	0.9101317	0.6235452	0.4608886	0.0062547	0.0030346	0.0227672	0.0803849	0.1036571	0.1310917	-17.540
1140000	5.3456288	3.2755497	2.5706403	1.5000559	1.1722211	0.7569533	0.5303781	0.0049430	0.0035937	0.0174640	0.0827036	0.0782566	0.0912063	-15.755
1145000	5.3145435	3.0704309	2.4330725	1.3909521	0.9677883	0.6502677	0.4794518	0.0053850	0.0035755	0.0195904	0.0506866	0.1207810	0.1596202	-20.353
1150000	5.1637045	3.2759428	2.5513268	1.4346322	1.0180669	0.6988678	0.5707504	0.0049076	0.0035606	0.0179722	0.0800170	0.0321293	0.1332848	-28.524
1155000	5.1671558	3.1430157	2.5227756	1.4434129	1.0109405	0.6547053	0.4672059	0.0063574	0.0042009	0.0176844	0.0696446	0.1689975	0.0782687	-29.789
1160000	5.2974393	3.2794040	2.7085247	1.3833254	1.1397874	0.8630213	0.6337488	0.0051079	0.0029759	0.0175046	0.0988446	0.1892759	0.1007285	-22.547
1165000	5.0119685	3.2643882	2.6367530	1.6204826	1.1890691	0.7805350	0.5860000	0.0046031	0.0037441	0.0182112	0.0335428	0.0864358	0.1042159	-14.743
1170000	5.1465850	3.2188165	2.4399824	1.4570161	0.9969213	0.6590847	0.5012107	0.0047862	0.0035292	0.0183470	0.0577643	0.0547870	0.0529660	-29.249
1175000	5.0085554	3.2722469	2.5687943	1.3847027	0.9260272	0.6445436	0.4544297	0.0051792	0.0038710	0.0177621	0.0972660	0.0378489	0.0990405	-21.700
1180000	5.3352024	3.2320200	2.4510792	1.5080313	1.0209751	0.6656737	0.4872974	0.0052932	0.0035212	0.0181439	0.0834146	0.0574611	0.1461207	-24.692
1185000	5.0013426	3.2057460	2.4697761	1.4127359	1.1306161	0.8514463	0.6488484	0.0050749	0.0034584	0.0233083	0.1490913	0.0550546	0.1627600	-16.065
1190000	5.3157190	3.2464860	2.5601051	1.4837416	1.2260157	0.8305642	0.6572331	0.0051369	0.0030767	0.0180630	0.1235415	0.0479551	0.2286914	-17.464
1195000	5.0163931	3.2727700	2.7444062	1.6144818	0.9953642	0.6402768	0.5224625	0.0058658	0.0030458	0.0189313	0.0973948	0.0956844	0.0924926	-10.983
1200000	5.0203132	3.2924528	2.6628878	1.3927431	1.1341585	0.7398431	0.5241885	0.0044931	0.0033711	0.0221640	0.0516342	0.0798156	0.1108883	-16.343
1205000	5.0225497	3.2681830	2.5755149	1.4682517	1.1593545	0.7451799	0.5530894	0.0053076	0.0036247	0.0191097	0.1006827	0.0670751	0.0857916	-16.568
1210000	5.2500438	3.2587340	2.5439298	1.3875871	0.9480236	0.5806378	0.3951834	0.0061472	0.0034700	0.0202483	0.0865048	0.1559416	0.1674937	-28.156
1215000	5.0860849	3.1444925	2.4963965	1.5606189	0.9442722	0.6129339	0.4746906	0.0055931	0.0043260	0.0237230	0.1268493	0.1015614	0.1833039	-19.768
1220000	5.3109605	3.2798577	2.5979627	1.4154031	1.0940142	0.7597955	0.5775651	0.0052653	0.0034540	0.0193939	0.0359975	0.0356710	0.0808912	-17.232
1225000	5.2780404	3.2352052	2.4152462	1.4893717	0.8735827	0.5569747	0.4551614	0.0055371	0.0036406	0.0208333	0.0988946	0.1527959	0.2087581	-29.855
1230000	5.0342971	3.2686978	2.6980241	1.4991683	1.1199092	0.7157751	0.5711340	0.0050067	0.0037505	0.0196999	0.0956918	0.0737602	0.0754818	-17.705
1235000	5.3294074	3.2598014	2.4767877	1.4225846	1.0747769	0.7499518	0.5493514	0.0049336	0.0031332	0.0206379	0.0394088	0.0480436	0.0628801	-16.160
1240000	5.0175705	3.1668730	2.5225434	1.4255951	1.3352680	0.8762018	0.6718284	0.0055137	0.0033415	0.0191405	0.1953905	0.0697427	0.0861593	-19.906
1245000	5.3171760	3.2744367	2.7920791	1.4767956	1.1780422	0.7747883	0.6085709	0.0050700	0.0034450	0.0168008	0.1715648	0.0975688	0.1031679	-17.258
1250000	5.0811154	3.2735005	2.6900002	1.5211223	1.1161451	0.7300744	0.5374803	0.0054182	0.0041695	0.0174101	0.0603318	0.1300819	0.0516996	-16.987
1255000	5.0483491	3.2743708	2.6349925	1.4079440	1.0922863	0.6509263	0.5135514	0.0050637	0.0034246	0.0213974	0.0743071	0.1290628	0.0556563	-16.291
1260000	5.0154213	3.2374901	2.6339532	1.4250168	1.0460111	0.6344237	0.4602828	0.0053568	0.0032798	0.0187804	0.0394734	0.1075619	0.0750754	-10.529
1265000	5.0289543	3.2399825	2.6218134	1.4668715	1.0598690	0.7252648	0.5552187	0.0046655	0.0031459	0.0171662	0.0329873	0.0402423	0.0447432	-12.550
1270000	5.1106682	3.2949463	2.6302589	1.4220203	1.1154557	0.7141488	0.5587046	0.0046969	0.0038362	0.0198216	0.0622066	0.0632961	0.0497309	-16.861
1275000	5.0047916	3.2181077	2.3964767	1.4425664	1.0239371	0.6572580	0.4758195	0.0049813	0.0035430	0.0194126	0.0447936	0.0718099	0.0289158	-16.327
1280000	5.0096401	3.2714795	2.5952373	1.4754206	1.0645995	0.7064800	0.5181963	0.0051141	0.0041585	0.0202768	0.0471753	0.1042993	0.1021413	-26.830
1285000	5.4303595	3.2298903	2.6820642	1.5064898	1.2802876	0.7714300	0.5607616	0.0052710	0.0032082	0.0172051	0.0650119	0.0693400	0.0749448	-19.632
1290000	5.0253498	3.2764210	2.5536478	1.4799206	1.1772111	0.8025962	0.6393314	0.0050747	0.0033734	0.0219064	0.0674092	0.0521578	0.1033523	-19.341
1295000	5.0002025	3.2114480	2.6041228	1.5757966	1.1437868	0.7398708	0.5727196	0.0048408	0.0033830	0.0222014	0.0737811	0.0581922	0.1500081	-19.380
1300000	5.0645671	3.2663716	2.6838494	1.4674339	1.0439614	0.6669032	0.4880303	0.0050047	0.0034485	0.0202396	0.1304776	0.0659594	0.0971446	-27.432
1305000	5.0893672	3.2409052	2.5992649	1.5384483	1.1685609	0.7072664	0.5640089	0.0059283	0.0033596	0.0183701	0.0907330	0.0444939	0.0605949	-14.795
1310000	5.0291063	3.2190421	2.4405640	1.3845984	1.0982179	0.7162485	0.5435104	0.0051928	0.0037174	0.0177467	0.1102167	0.0731854	0.0607876	-16.055
1315000	5.0778764	3.2835977	2.4773788	1.4194588	1.1455718	0.8326030	0.6413801	0.0052229	0.0035530	0.0165230	0.0710677	0.1117743	0.1580474	-17.133
1320000	5.0616046	3.2335673	2.4477344	1.4308211	0.9089919	0.6093246	0.4960523	0.0065043	0.0040499	0.0224134	0.2180149	0.1505611	0.1320583	-26.076
1325000	5.0414776	3.2642147	2.6869431	1.5384678	0.8840807	0.6056308	0.4804745	0.0050554	0.0036105	0.0196600	0.0756345	0.0671228	0.0788516	-27.544
1330000	5.0198761	3.2818880	2.6460302	1.4234398	1.2014279	0.7437842	0.5478266	0.0044995	0.0034335	0.0187228	0.0856967	0.0872009	0.0818626	-14.303
1335000	5.0263853	3.2363643	2.6398644	1.4660377	1.1668263	0.7542851	0.4989802	0.0047332	0.0038003	0.0186590	0.0865780	0.1202149	0.0517039	-20.331
1340000	5.0875100	3.2912035	2.5502955	1.6019338	1.0924452	0.7245667	0.5858462	0.0045568	0.0039457	0.0206335	0.0857456	0.0924872	0.1098312	-12.883
1345000	5.0546660	3.2556111	2.5044431	1.3808810	1.0750976	0.7438472	0.5744830	0.0051606	0.0030194	0.0183221	0.0371206	0.0540643	0.0478006	-21.957
1350000	5.0326243	3.2071737	2.5048324	1.4932768	1.0137166	0.6384478	0.4605466	0.0048946	0.0039071	0.0202292	0.0509282	0.0950996	0.0958237	-20.642
1355000	5.1118448	3.2700859	2.5495657	1.4669765	1.0296543	0.7074630	0.5503856	0.0052133	0.0035060	0.0198435	0.0680971	0.0617427	0.1099358	-19.933
1360000	5.1625974	3.2481494	2.4424225	1.3996395	1.1038492	0.6930277	0.5646067	0.0056092	0.0034154	0.0187848	0.0746576	0.1678203	0.1053968	-18.295
1365000	5.0476967	3.2802194	2.4912712	1.5061437	1.1461438	0.7187303	0.5564952	0.0046871	0.0034876	0.0174166	0.0583617	0.0651705	0.0652766	-19.845
1370000	5.0478035	3.1957313	2.6077996	1.4800306	1.0026076	0.6723779	0.4988390	0.0056338	0.0035636	0.0209115	0.0844642	0.0537376	0.1496030	-19.489
1375000	5.0731527	3.1849499	2.5345199	1.4618680	0.9837246	0.5988377	0.4621942	0.0058664	0.0035681	0.0200765	0.0621988	0.0583203	0.0751067	-16.374
1380000	5.1146826	3.2852203	2.5747986	1.5905368	1.0831426	0.6794464	0.5249343	0.0043366	0.0031413	0.0180982	0.0723869	0.0818723	0.0405752	-19.642
1385000	5.1537979	3.2717394	2.4028048	1.4098363	1.0599673	0.6559473	0.4787581	0.0048849	0.0031716	0.0187276	0.0486695	0.0694919	0.0515125	-14.993
1390000	5.3910276	3.2505764	2.6493113	1.4092678	1.2418922	0.8009326	0.5685541	0.0050281	0.0030721	0.0161721	0.0383779	0.0988872	0.0891216	-16.600
1395000	5.1019898	3.2783794	2.5866079	1.4885923	1.0963580	0.6791566	0.5067049	0.0047475	0.0031965	0.0185779	0.0867142	0.0695869	0.0539966	-13.951
1400000	5.0345578	3.2655064	2.6299679	1.3895490	0.9913886	0.7042737	0.5275016	0.0051869	0.0036909	0.0216379	0.0649203	0.0616707	0.1735764	-23.124
1405000	5.2149742	3.2737968	2.5584949	1.4370352	1.0314465	0.6741962	0.5060733	0.0054950	0.0035328	0.0166993	0.0751308	0.0414292	0.0625298	-22.190
1410000	5.1552340	3.2971928	2.5518625	1.4192976	1.0531326	0.6564858	0.4431638	0.0082543	0.0037286	0.0166868	0.4067482	0.1557072	0.0794364	-16.843
1415000	5.0903337	3.2176124	2.5767807	1.4177810	1.0422198	0.5729185	0.4249917	0.0050833	0.0035306	0.0188096	0.0823419	0.0744567	0.0551227	-19.823
1420000	5.2191751	3.2729029	2.7183756	1.4032955	1.0732752	0.6777755	0.5364495	0.0048761	0.0035897	0.0176121	0.0906977	0.1064027	0.1150371	-25.370
1425000	5.1295318	3.2824605	2.6360172	1.4025937	1.0672249	0.7007101	0.5325792	0.0055871	0.0032520	0.0185468	0.0796229	0.0432274	0.0992544	-18.963
1430000	5.0275603	3.2894967	2.6777353	1.3870549	1.0406384	0.6841229	0.5031386	0.0051347	0.0034767	0.0176385	0.1336165	0.0830867	0.1264473	-20.108
1435000	5.0449324	3.2690247	2.4987835	1.3956257	0.9706328	0.6168770	0.4826709	0.0070827	0.0036860	0.0186860	0.1551183	0.0855421	0.0831343	-20.626
1440000	5.1833732	3.2700334	2.5186091	1.4011171	0.9481546	0.6451075	0.4662071	0.0053476	0.0036089	0.0183627	0.0551793	0.0817646	0.0651140	-17.483
1445000	5.0883869	3.2575584	2.7027451	1.6979599	1.1561878	0.7366783	0.5431757	0.0053469	0.0039116	0.0185850	0.0638143	0.1374526	0.0440495	-18.499
1450000	5.1434145	3.2726822	2.6325942	1.4502360	1.0545901	0.6348083	0.4665749	0.0056195	0.0035212	0.0201744	0.0670717	0.0775674	0.0905315	-24.824
1455000	5.0331965	3.2581277	2.5931295	1.5083180	1.0930393	0.6755109	0.5176314	0.0055058	0.0036831	0.0231892	0.0799176	0.0696801	0.1297737	-17.234
1460000	5.2050846	3.1975012	2.5439329	1.4608686	1.0576757	0.7359697	0.5753881	0.0048781	0.0034782	0.0207282	0.1120485	0.0454053	0.1470396	-15.426
1465000	5.0635627	3.1452742	2.5226440	1.4336654	1.1110678	0.6516623	0.5033059	0.0053660	0.0034749	0.0193638	0.0603161	0.0852882	0.1152213	-22.545
1470000	5.1312319	3.1872009	2.5573527	1.4907754	1.0454750	0.6927848	0.5374714	0.0051816	0.0035951	0.0180185	0.1008583	0.0352055	0.0653491	-11.162
1475000	5.0144173	3.2715989	2.5922039	1.4598636	1.1506840	0.8465027	0.6294307	0.0055140	0.0030918	0.0184349	0.0985335	0.0829042	0.1072756	-24.312
1480000	5.0947816	3.2354077	2.5742365	1.5935596	1.1733132	0.7780969	0.6337569	0.0046228	0.0033191	0.0186939	0.0837921	0.0522414	0.0685221	-22.210
1485000	5.1444355	3.2721703	2.6457005	1.4390837	1.1734286	0.7286080	0.5425992	0.0049876	0.0037951	0.0186603	0.0599181	0.2054489	0.0845715	-21.738
1490000	5.0036213	3.2737621	2.5548834	1.4596796	1.1583498	0.6993932	0.5474154	0.0046786	0.0037476	0.0178261	0.0906831	0.0988219	0.0744226	-26.162
1495000	5.0630988	3.2791557	2.6448751	1.5538728	1.1173719	0.7373420	0.5615253	0.0051542	0.0038060	0.0211238	0.0286204	0.0752765	0.0765669	-23.601
1500000	5.0427223	3.2424153	2.5870732	1.3980354	1.0783659	0.7060123	0.5417581	0.0051394	0.0034143	0.0188385	0.0795473	0.0868760	0.0474078	-16.018
1505000	5.0785515	3.2669464	2.6253111	1.4351391	1.0936739	0.6754199	0.4917086	0.0049750	0.0029875	0.0198641	0.0577943	0.0646583	0.0583675	-17.152
1510000	5.0568102	3.2892736	2.7739938	1.4207068	1.0746637	0.6504718	0.4832088	0.0050522	0.0035339	0.0194409	0.0598493	0.1012251	0.0446206	-22.242
1515000	5.0769904	3.2588561	2.6224331	1.4138032	1.1181977	0.8121526	0.5835684	0.0044073	0.0031748	0.0184577	0.0443185	0.0659119	0.1276677	-31.176
1520000	5.1964820	3.2586975	2.5810524	1.4703482	1.0762226	0.6337594	0.4359651	0.0057319	0.0038944	0.0172225	0.0625647	0.2183527	0.1025633	-26.248
1525000	5.1163708	3.2436755	2.6294489	1.5573096	1.0420937	0.7519615	0.5433945	0.0052329	0.0029129	0.0212227	0.0498392	0.0458302	0.1847137	-17.851
1530000	5.0226389	3.2730007	2.5731641	1.4129737	1.1681153	0.7345898	0.5270590	0.0048566	0.0033912	0.0179963	0.0593590	0.0621131	0.0773882	-22.238
1535000	5.0091799	3.2590187	2.6664619	1.5335469	1.0018509	0.7551759	0.5718059	0.0046271	0.0032238	0.0197728	0.0732570	0.1079829	0.1728983	-20.708
1540000	5.0010796	3.2188363	2.4499160	1.4441882	1.0980147	0.7754320	0.5920065	0.0049504	0.0042825	0.0177462	0.1118387	0.1740253	0.0793824	-24.311
